CUSTKEY,NAME,ADDRESS,NATIONKEY,PHONE,ACCTBAL,MKTSEGMENT,COMMENT,ORDERKEY,ORDERSTATUS,TOTALPRICE,ORDERDATE,ORDERPRIORITY,CLERK,SHIPPRIORITY,PARTKEY,SUPPKEY,LINENUMBER,QUANTITY,EXTENDEDPRICE,DISCOUNT,TAX,RETURNFLAG,LINESTATUS,SHIPDATE,COMMITDATE,RECEIPTDATE,SHIPINSTRUCT,SHIPMODE,REVENUE1,REVENUE2,REGIONKEY,REGION_NAME,REGION_COMMENT
12517,Customer#000012517,viCidSyAbjAYzL7S8XOxBAUQe0RWAHcix6uN7J,2,12-441-204-7246,1924.62,BUILDING,lose slyly above the fluffily unusual gifts. furi,360676,O,146515.68,809395200.0,2-HIGH,Clerk#000000226,0,117907,419,1,47,90470.3,0.1,0.03,N,O,819590400.0,816393600.0,820368000.0,DELIVER IN PERSON,MAIL,9047.03,81423.27,1,AMERICA,"hs use ironic, even requests. s"
2861,Customer#000002861,"TEn5j,kP6C1RKnKwuhl59Iuwlk",2,12-320-195-9039,3858.96,MACHINERY,deposits wake ironic warthogs. blithely silent gifts sleep against th,273442,O,200693.49,867456000.0,2-HIGH,Clerk#000000873,0,163283,832,1,41,55197.48,0.09,0.02,N,O,877478400.0,871430400.0,879465600.0,TAKE BACK RETURN,SHIP,4967.7732000000005,50229.70680000001,1,AMERICA,"hs use ironic, even requests. s"
14323,Customer#000014323,lwMEiMdv7o3Immm5mc 8l9TAoFlmW208dCK5,2,12-533-124-4021,8030.85,HOUSEHOLD,uickly slyly permanent ideas. packages are blithely. quietly unusual packages above the pending f,326401,O,194296.72,814406400.0,5-LOW,Clerk#000000436,0,78011,519,2,29,28681.29,0.1,0.05,N,O,820540800.0,819936000.0,822614400.0,DELIVER IN PERSON,AIR,2868.1290000000004,25813.161,1,AMERICA,"hs use ironic, even requests. s"
92,Customer#000000092,"obP PULk2LH LqNF,K9hcbNqnLAkJVsl5xqSrY,",2,12-446-416-8471,1182.91,MACHINERY,. pinto beans hang slyly final deposits. ac,223687,F,208228.76,742089600.0,3-MEDIUM,Clerk#000000639,0,33122,632,2,28,29543.36,0.0,0.04,R,F,744422400.0,748224000.0,745372800.0,TAKE BACK RETURN,SHIP,0.0,29543.36,1,AMERICA,"hs use ironic, even requests. s"
101,Customer#000000101,sMmL2rNeHDltovSm Y,2,12-514-298-3699,7470.96,MACHINERY, sleep. pending packages detect slyly ironic pack,396928,O,115231.6,882921600.0,1-URGENT,Clerk#000000065,0,102879,410,2,1,1881.87,0.04,0.02,N,O,887500800.0,887500800.0,889315200.0,NONE,TRUCK,75.2748,1806.5952,1,AMERICA,"hs use ironic, even requests. s"
14923,Customer#000014923,0bqLgN8WDorJW1zJQoGgYx18,2,12-411-681-6937,4457.09,BUILDING,te quickly regular requests. quickl,356868,O,145418.98,813283200.0,2-HIGH,Clerk#000000935,0,5409,410,4,44,57833.6,0.09,0.03,N,O,821577600.0,817776000.0,823046400.0,TAKE BACK RETURN,AIR,5205.023999999999,52628.576,1,AMERICA,"hs use ironic, even requests. s"
2830,Customer#000002830,"qVRa7gdyqP,c5",2,12-829-714-2085,2993.65,FURNITURE,s. final theodolites are. fluffily even acc,246464,F,156088.52,722995200.0,1-URGENT,Clerk#000000445,0,100105,106,4,45,49729.5,0.04,0.02,R,F,730944000.0,728697600.0,733363200.0,NONE,AIR,1989.18,47740.32,1,AMERICA,"hs use ironic, even requests. s"
14212,Customer#000014212,JFe3DV O0DQ6uDGxuiVgwbaaWARhSDNW,2,12-909-409-6123,196.44,MACHINERY,eep unusual requests. fluffily quick requests kindle quickly against the express braid,402917,F,170295.92,716774400.0,3-MEDIUM,Clerk#000000724,0,103211,742,3,48,58282.08,0.02,0.01,R,F,722563200.0,719712000.0,723427200.0,NONE,RAIL,1165.6416000000002,57116.4384,1,AMERICA,"hs use ironic, even requests. s"
12431,Customer#000012431," 3UcFWNjrvQtuGXc,DdYjvC",2,12-813-837-3306,6670.94,FURNITURE, the requests haggle slyly about the packages. slyly bold instructions haggle carefully. blithely ironic accounts ca,141793,F,214182.45,698025600.0,3-MEDIUM,Clerk#000000096,0,68366,873,6,40,53374.4,0.03,0.02,A,F,705024000.0,701568000.0,707356800.0,NONE,REG AIR,1601.232,51773.168,1,AMERICA,"hs use ironic, even requests. s"
5645,Customer#000005645,ZL843MHMpO1uyaRs4Tx9kAjbvSz,2,12-324-863-3308,7256.87,HOUSEHOLD,"s. busy, final deposits wake slyly. quickly regular theodolites integrate furiously regular packages. slyly e",457284,O,305153.33,880243200.0,3-MEDIUM,Clerk#000000586,0,97871,381,6,50,93443.5,0.07,0.02,N,O,880675200.0,882921600.0,882057600.0,COLLECT COD,SHIP,6541.045000000001,86902.45499999999,1,AMERICA,"hs use ironic, even requests. s"
6928,Customer#000006928,"SOf,2mOUgK5PpW,C9US8oH61eNDG4",2,12-944-721-3451,1380.62,AUTOMOBILE,fully after the slyly dogged depos,27366,O,188516.06,870480000.0,2-HIGH,Clerk#000000700,0,190165,166,2,20,25103.2,0.06,0.04,N,O,873244800.0,873849600.0,873590400.0,DELIVER IN PERSON,FOB,1506.192,23597.008,1,AMERICA,"hs use ironic, even requests. s"
4465,Customer#000004465,9eXiXBiz4iDn fEHq,2,12-824-928-1442,5583.93,HOUSEHOLD,he quickly regular pinto beans? blithely spec,303237,F,334057.87,725155200.0,1-URGENT,Clerk#000000509,0,102677,208,5,30,50390.1,0.05,0.06,A,F,734313600.0,730252800.0,736214400.0,COLLECT COD,FOB,2519.505,47870.595,1,AMERICA,"hs use ironic, even requests. s"
14599,Customer#000014599,Xo53mdrkX3qPKnlp0Fefc1bUhrkxX,2,12-551-621-1319,6448.53,AUTOMOBILE,s courts promise furiously alongside of the slyly regular theodolites. carefully ir,511171,F,228283.51,773884800.0,4-NOT SPECIFIED,Clerk#000000162,0,133389,929,4,17,24180.46,0.04,0.04,A,F,777600000.0,778809600.0,779846400.0,NONE,FOB,967.2184,23213.2416,1,AMERICA,"hs use ironic, even requests. s"
344,Customer#000000344,"Zasc8,E0VVY",2,12-810-788-6699,-544.95,FURNITURE,le according to the regular instruction,138759,O,194523.57,862876800.0,5-LOW,Clerk#000000064,0,138362,876,1,33,46211.88,0.04,0.04,N,O,862963200.0,867283200.0,863654400.0,COLLECT COD,REG AIR,1848.4752,44363.4048,1,AMERICA,"hs use ironic, even requests. s"
4516,Customer#000004516,"uXF5o6lFgURc9s6x,7P",2,12-832-616-4864,9695.25,FURNITURE,eposits nag quietly. pinto beans sublate carefully. unusual ideas boost carefully carefully regular instruct,322305,O,239021.92,868752000.0,5-LOW,Clerk#000000534,0,78363,871,1,17,22803.12,0.03,0.05,N,O,870825600.0,871430400.0,871257600.0,DELIVER IN PERSON,TRUCK,684.0935999999999,22119.0264,1,AMERICA,"hs use ironic, even requests. s"
10876,Customer#000010876,9RFpNimI2OpRQicaQsWCJzagIhrC,2,12-569-584-3720,3896.01,HOUSEHOLD,pending packages. carefully pending requests wake fluffily about the express reques,6598,F,76267.13,705283200.0,3-MEDIUM,Clerk#000000691,0,157834,350,2,17,32161.11,0.01,0.08,A,F,706320000.0,708652800.0,708393600.0,NONE,RAIL,321.6111,31839.4989,1,AMERICA,"hs use ironic, even requests. s"
14033,Customer#000014033,kV0W2ApdHnSLRNqUGlbxd3RG,2,12-153-617-1299,1230.84,FURNITURE, carefully bold theodolites sleep. accounts promise along the ironic packages. blithely bold r,388581,O,308194.46,899596800.0,3-MEDIUM,Clerk#000000911,0,75662,677,3,25,40941.5,0.01,0.05,N,O,904089600.0,903830400.0,906163200.0,TAKE BACK RETURN,MAIL,409.415,40532.085,1,AMERICA,"hs use ironic, even requests. s"
8636,Customer#000008636,Qbawte1AiDUiySBc3ef2j2,2,12-532-310-9401,3103.68,AUTOMOBILE,ideas boost blithely ironic deposits. quickly regular instructions use. slyly even tit,34914,O,215766.85,873676800.0,2-HIGH,Clerk#000000628,0,133080,620,5,42,46749.36,0.02,0.07,N,O,880416000.0,878688000.0,881625600.0,DELIVER IN PERSON,REG AIR,934.9872,45814.3728,1,AMERICA,"hs use ironic, even requests. s"
14923,Customer#000014923,0bqLgN8WDorJW1zJQoGgYx18,2,12-411-681-6937,4457.09,BUILDING,te quickly regular requests. quickl,356868,O,145418.98,813283200.0,2-HIGH,Clerk#000000935,0,60619,620,2,28,44229.08,0.06,0.08,N,O,820540800.0,817257600.0,820800000.0,TAKE BACK RETURN,FOB,2653.7448,41575.3352,1,AMERICA,"hs use ironic, even requests. s"
14732,Customer#000014732,f1jAvE7DAWEjH,2,12-262-829-7894,-206.55,MACHINERY,sual ideas. unusual accounts detect furiously bold instructions. quickly regular dependencie,109574,P,211973.7,798336000.0,2-HIGH,Clerk#000000763,0,50480,481,3,15,21457.2,0.0,0.01,R,F,801014400.0,802742400.0,802396800.0,COLLECT COD,AIR,0.0,21457.2,1,AMERICA,"hs use ironic, even requests. s"
326,Customer#000000326,nWDOTh6X019pfBtV3ikACYZiMjGykLrFnuyAo2,2,12-447-614-7494,1906.52,HOUSEHOLD,ckey players. carefully ironic a,133284,O,316564.92,844128000.0,2-HIGH,Clerk#000000294,0,22643,150,2,48,75150.72,0.09,0.08,N,O,854582400.0,847238400.0,855878400.0,COLLECT COD,SHIP,6763.5648,68387.15520000001,1,AMERICA,"hs use ironic, even requests. s"
344,Customer#000000344,"Zasc8,E0VVY",2,12-810-788-6699,-544.95,FURNITURE,le according to the regular instruction,138759,O,194523.57,862876800.0,5-LOW,Clerk#000000064,0,43180,693,2,15,16847.7,0.0,0.06,N,O,865728000.0,865555200.0,867542400.0,DELIVER IN PERSON,SHIP,0.0,16847.7,1,AMERICA,"hs use ironic, even requests. s"
344,Customer#000000344,"Zasc8,E0VVY",2,12-810-788-6699,-544.95,FURNITURE,le according to the regular instruction,138759,O,194523.57,862876800.0,5-LOW,Clerk#000000064,0,195066,105,4,48,55730.88,0.01,0.05,N,O,868233600.0,868665600.0,870048000.0,COLLECT COD,RAIL,557.3088,55173.5712,1,AMERICA,"hs use ironic, even requests. s"
346,Customer#000000346,"K61SvIue3Emcwfel,7f9tO5WyJ58MbT7k3iS",2,12-100-890-4659,238.14,FURNITURE,ickly even pinto beans affix across the bravel,28417,O,249180.4,885686400.0,3-MEDIUM,Clerk#000000515,0,162722,271,2,35,62465.2,0.03,0.08,N,O,886204800.0,893289600.0,888019200.0,COLLECT COD,RAIL,1873.956,60591.244,1,AMERICA,"hs use ironic, even requests. s"
346,Customer#000000346,"K61SvIue3Emcwfel,7f9tO5WyJ58MbT7k3iS",2,12-100-890-4659,238.14,FURNITURE,ickly even pinto beans affix across the bravel,74435,F,232384.31,753148800.0,1-URGENT,Clerk#000000298,0,43428,941,1,47,64456.74,0.05,0.04,R,F,754963200.0,756172800.0,756259200.0,DELIVER IN PERSON,REG AIR,3222.837,61233.903,1,AMERICA,"hs use ironic, even requests. s"
346,Customer#000000346,"K61SvIue3Emcwfel,7f9tO5WyJ58MbT7k3iS",2,12-100-890-4659,238.14,FURNITURE,ickly even pinto beans affix across the bravel,436417,F,80172.5,748828800.0,5-LOW,Clerk#000000461,0,17833,335,6,1,1750.83,0.02,0.01,A,F,752198400.0,756432000.0,753321600.0,COLLECT COD,AIR,35.0166,1715.8134,1,AMERICA,"hs use ironic, even requests. s"
13441,Customer#000013441,"btvkpn  gk,",2,12-768-309-2246,-274.62,FURNITURE,ithin the furiously ironic ideas detect blithely around the furiously,156291,O,274789.87,870739200.0,3-MEDIUM,Clerk#000000157,0,175457,492,6,50,76622.5,0.03,0.03,N,O,880502400.0,874540800.0,880934400.0,NONE,SHIP,2298.675,74323.825,1,AMERICA,"hs use ironic, even requests. s"
11647,Customer#000011647,psi4cHZr7VL8G4SEv4sHzse,2,12-862-222-4177,4022.03,BUILDING,y special ideas. ironic dolphins across the bl,197990,O,123685.53,876096000.0,5-LOW,Clerk#000000848,0,52506,22,1,11,16043.5,0.02,0.04,N,O,883094400.0,879724800.0,885600000.0,DELIVER IN PERSON,MAIL,320.87,15722.63,1,AMERICA,"hs use ironic, even requests. s"
12080,Customer#000012080,9JPo3QYXXGb0gJ,2,12-857-999-2885,-631.51,AUTOMOBILE,"express pinto beans are blithely ideas. pending, unusual theodolites are slyly carefully pending pi",122146,O,303461.03,862963200.0,1-URGENT,Clerk#000000366,0,182674,229,5,36,63240.12,0.06,0.03,N,O,865900800.0,865900800.0,866332800.0,COLLECT COD,RAIL,3794.4072,59445.7128,1,AMERICA,"hs use ironic, even requests. s"
9497,Customer#000009497,"vSMc,gHxWP37GcXKp5d k9",2,12-868-929-8711,8944.79,AUTOMOBILE,"yly ironic dependencies sleep quickly quickly unusual requests! final, pe",512903,F,241321.08,711072000.0,4-NOT SPECIFIED,Clerk#000000697,0,50574,575,4,27,41163.39,0.07,0.0,R,F,713059200.0,714528000.0,713145600.0,NONE,SHIP,2881.4373,38281.9527,1,AMERICA,"hs use ironic, even requests. s"
8755,Customer#000008755,IvHQKh1USY0jWuwm UApCZ,2,12-717-356-6260,7832.2,AUTOMOBILE,"al, fluffy deposits; quickly regular pinto beans ac",52548,O,162180.97,820713600.0,2-HIGH,Clerk#000000763,0,133148,688,3,30,35434.2,0.06,0.05,N,O,826675200.0,827884800.0,828403200.0,DELIVER IN PERSON,MAIL,2126.052,33308.147999999994,1,AMERICA,"hs use ironic, even requests. s"
8804,Customer#000008804,S7nY5s5f3QCAsJ xEllxUm6DF,2,12-349-268-4883,2511.09,HOUSEHOLD,anent theodolites sleep furiously above the fluffily iron,16641,F,105869.08,737078400.0,2-HIGH,Clerk#000000217,0,67530,37,2,4,5990.12,0.01,0.0,R,F,737942400.0,743212800.0,740188800.0,TAKE BACK RETURN,TRUCK,59.9012,5930.2188,1,AMERICA,"hs use ironic, even requests. s"
2836,Customer#000002836,U14tEcJ9dfVEXO619vYOWcTXnv46bPEg3C,2,12-958-445-3995,6779.88,BUILDING,sly even pinto beans. final requests,538306,F,121774.55,780796800.0,3-MEDIUM,Clerk#000000250,0,15881,884,2,29,52109.52,0.08,0.06,R,F,789523200.0,785548800.0,790041600.0,TAKE BACK RETURN,RAIL,4168.7616,47940.7584,1,AMERICA,"hs use ironic, even requests. s"
6190,Customer#000006190,"mV9CzSEQr,nE3CC, xJ1EsQOw",2,12-212-128-8305,33.63,MACHINERY, finally regular theodolites wa,244198,O,327644.75,816307200.0,1-URGENT,Clerk#000000956,0,90464,465,6,35,50906.1,0.01,0.08,N,O,820886400.0,821836800.0,823132800.0,DELIVER IN PERSON,REG AIR,509.061,50397.039,1,AMERICA,"hs use ironic, even requests. s"
8407,Customer#000008407,rfC 8L91Y6WzzU1goFEM1M3TOsxV 6hax48k0bw,2,12-710-184-6278,4438.71,FURNITURE,gular packages. quickly final foxes haggle slowly across the furious,29409,F,95747.97,790041600.0,2-HIGH,Clerk#000000524,0,40211,212,1,5,5756.05,0.01,0.04,A,F,794880000.0,797558400.0,795139200.0,DELIVER IN PERSON,FOB,57.560500000000005,5698.4895,1,AMERICA,"hs use ironic, even requests. s"
7210,Customer#000007210,YYa4wFsisCeCyLQeQBhumFwHx,2,12-119-805-7881,680.74,MACHINERY,. requests haggle. regular deposits hagg,373282,O,102470.02,884304000.0,2-HIGH,Clerk#000000782,0,2898,399,1,25,45022.25,0.1,0.07,N,O,893030400.0,891648000.0,895622400.0,COLLECT COD,RAIL,4502.225,40520.025,1,AMERICA,"hs use ironic, even requests. s"
2536,Customer#000002536,qWYEvczT56xIu5Okn04 TbEWnWcHX,2,12-887-215-3180,3349.04,FURNITURE,regular theodolites? theodolites haggle. blithely ,590147,F,111741.68,708566400.0,2-HIGH,Clerk#000000330,0,140724,725,1,32,56471.04,0.0,0.07,R,F,719020800.0,711763200.0,721094400.0,NONE,REG AIR,0.0,56471.04,1,AMERICA,"hs use ironic, even requests. s"
3335,Customer#000003335,ihV1x8bdIX8r u3JldKgM,2,12-564-805-7560,1372.35,FURNITURE, slyly. final requests haggle about the furiously express packages. ,56931,F,219301.44,728784000.0,2-HIGH,Clerk#000000867,0,177996,514,2,45,93329.55,0.01,0.08,A,F,737251200.0,731894400.0,738892800.0,COLLECT COD,AIR,933.2955,92396.2545,1,AMERICA,"hs use ironic, even requests. s"
521,Customer#000000521,MUEAEA1ZuvRofNY453Ckr4Apqk1GlOe,2,12-539-480-8897,5830.69,MACHINERY,ackages. stealthily even attainments sleep carefull,44868,O,131482.85,858556800.0,1-URGENT,Clerk#000000708,0,155911,942,2,23,45238.93,0.1,0.03,N,O,859593600.0,862272000.0,860112000.0,DELIVER IN PERSON,SHIP,4523.893,40715.037,1,AMERICA,"hs use ironic, even requests. s"
521,Customer#000000521,MUEAEA1ZuvRofNY453Ckr4Apqk1GlOe,2,12-539-480-8897,5830.69,MACHINERY,ackages. stealthily even attainments sleep carefull,44868,O,131482.85,858556800.0,1-URGENT,Clerk#000000708,0,60034,35,4,4,3976.12,0.08,0.08,N,O,860112000.0,864172800.0,860889600.0,TAKE BACK RETURN,AIR,318.0896,3658.0304,1,AMERICA,"hs use ironic, even requests. s"
7600,Customer#000007600,Eysujmu9pwhvX6HgYORjcqo,2,12-914-957-6740,4849.3,MACHINERY,y carefully final deposits. slyl,438146,F,180225.02,717638400.0,1-URGENT,Clerk#000000017,0,122498,35,4,42,63860.58,0.03,0.08,A,F,718675200.0,720748800.0,719625600.0,NONE,FOB,1915.8174,61944.7626,1,AMERICA,"hs use ironic, even requests. s"
9655,Customer#000009655,dxG8m37rs1cxjjfqNJF,2,12-833-249-3966,9628.54,HOUSEHOLD,"structions. carefully express requests cajole regular, careful theodolites. even dependenc",536614,F,200330.57,752716800.0,2-HIGH,Clerk#000000688,0,43346,859,1,42,54152.28,0.05,0.06,R,F,761097600.0,757123200.0,762998400.0,TAKE BACK RETURN,RAIL,2707.614,51444.666,1,AMERICA,"hs use ironic, even requests. s"
7958,Customer#000007958,"hK7TE,GcTgr9KbmnTfa VBog,x4fJC",2,12-307-968-8955,1177.13,MACHINERY,uests. furiously special requests are carefully according to the finally regular tithes. blith,233287,F,250754.07,789609600.0,2-HIGH,Clerk#000000928,0,80605,606,7,25,39640.0,0.0,0.08,A,F,797126400.0,795830400.0,798422400.0,NONE,TRUCK,0.0,39640.0,1,AMERICA,"hs use ironic, even requests. s"
1084,Customer#000001084,E091r836A8TPqn5,2,12-378-899-7136,1416.75,FURNITURE,nstructions. fluffily pending pinto beans affix slyly; carefully pending requ,405952,O,221559.56,897091200.0,3-MEDIUM,Clerk#000000794,0,25044,49,6,24,23256.96,0.1,0.08,N,O,901843200.0,902880000.0,903916800.0,TAKE BACK RETURN,FOB,2325.696,20931.264,1,AMERICA,"hs use ironic, even requests. s"
554,Customer#000000554,"RluaguNRAJhYXmn,CWxcOC,Ly7",2,12-938-503-7317,8395.57,HOUSEHOLD,jole along the blithely bold ,139011,O,158527.96,851990400.0,3-MEDIUM,Clerk#000000453,0,12573,77,2,17,25254.69,0.03,0.08,N,O,852595200.0,859680000.0,854582400.0,NONE,REG AIR,757.6406999999999,24497.0493,1,AMERICA,"hs use ironic, even requests. s"
554,Customer#000000554,"RluaguNRAJhYXmn,CWxcOC,Ly7",2,12-938-503-7317,8395.57,HOUSEHOLD,jole along the blithely bold ,139011,O,158527.96,851990400.0,3-MEDIUM,Clerk#000000453,0,95337,356,4,31,41302.23,0.05,0.02,N,O,853113600.0,858124800.0,855705600.0,COLLECT COD,SHIP,2065.1115000000004,39237.1185,1,AMERICA,"hs use ironic, even requests. s"
9934,Customer#000009934,wY9O8gIOXMXCKJnE,2,12-968-231-6413,7761.49,BUILDING,e fluffily pending theodolites snooze quickly sly,70369,O,184640.68,895795200.0,2-HIGH,Clerk#000000875,0,952,953,1,4,7411.8,0.08,0.06,N,O,900115200.0,903225600.0,902448000.0,COLLECT COD,RAIL,592.9440000000001,6818.856000000001,1,AMERICA,"hs use ironic, even requests. s"
10039,Customer#000010039,DKkdPUl 2nqkIl,2,12-313-536-8060,7660.52,MACHINERY,onic dependencies. ironic requests des,236678,F,246362.91,703382400.0,3-MEDIUM,Clerk#000000104,0,88444,953,3,39,55865.16,0.09,0.03,R,F,705196800.0,710467200.0,706752000.0,DELIVER IN PERSON,FOB,5027.8644,50837.295600000005,1,AMERICA,"hs use ironic, even requests. s"
571,Customer#000000571,"hCrDDrMzGhsa6,5K4rGXQ",2,12-115-414-4819,8993.23,HOUSEHOLD,"le fluffily. ironic, pending accounts poach quickly iron",149314,O,132436.28,812332800.0,2-HIGH,Clerk#000000607,0,143208,751,3,5,6256.0,0.01,0.01,N,O,814665600.0,817344000.0,817257600.0,DELIVER IN PERSON,SHIP,62.56,6193.44,1,AMERICA,"hs use ironic, even requests. s"
7600,Customer#000007600,Eysujmu9pwhvX6HgYORjcqo,2,12-914-957-6740,4849.3,MACHINERY,y carefully final deposits. slyl,438146,F,180225.02,717638400.0,1-URGENT,Clerk#000000017,0,35505,512,3,46,66263.0,0.05,0.0,A,F,725587200.0,720576000.0,726969600.0,NONE,AIR,3313.15,62949.85,1,AMERICA,"hs use ironic, even requests. s"
14419,Customer#000014419,"3IYroGt,Dn7M5NdXVv8t2rIRysJkidJ",2,12-989-655-5853,698.26,FURNITURE,yly special accounts solve regular foxes. unusual in,142663,F,103515.43,783561600.0,1-URGENT,Clerk#000000144,0,88003,512,1,2,1982.0,0.08,0.07,A,F,785548800.0,787536000.0,787363200.0,TAKE BACK RETURN,FOB,158.56,1823.44,1,AMERICA,"hs use ironic, even requests. s"
6394,Customer#000006394,"Qsb,p1hXnullljxxWg7svdXJSXRT58Tjxm2",2,12-653-895-4516,5972.35,HOUSEHOLD,rs doubt even requests. slyly express requests haggle ironic packages. pending accounts nag fluffily after ,65607,F,116425.36,750816000.0,4-NOT SPECIFIED,Clerk#000000019,0,30101,102,3,19,19590.9,0.04,0.04,A,F,758160000.0,753753600.0,758246400.0,TAKE BACK RETURN,FOB,783.6360000000001,18807.264,1,AMERICA,"hs use ironic, even requests. s"
10126,Customer#000010126,7Nwt5bk5c9h N74eJdLpMcxz4VttzbLZmfd77Sr,2,12-748-285-8462,677.79,AUTOMOBILE, unusual foxes sleep quickly across the waters. blithely final dependencies sleep quickly p,165249,O,262253.41,846979200.0,4-NOT SPECIFIED,Clerk#000000041,0,137588,102,6,24,39013.92,0.09,0.0,N,O,852940800.0,850348800.0,853113600.0,DELIVER IN PERSON,SHIP,3511.2528,35502.6672,1,AMERICA,"hs use ironic, even requests. s"
11647,Customer#000011647,psi4cHZr7VL8G4SEv4sHzse,2,12-862-222-4177,4022.03,BUILDING,y special ideas. ironic dolphins across the bl,197990,O,123685.53,876096000.0,5-LOW,Clerk#000000848,0,12598,102,4,29,43807.11,0.09,0.04,N,O,884390400.0,883094400.0,885427200.0,DELIVER IN PERSON,REG AIR,3942.6399,39864.4701,1,AMERICA,"hs use ironic, even requests. s"
12080,Customer#000012080,9JPo3QYXXGb0gJ,2,12-857-999-2885,-631.51,AUTOMOBILE,"express pinto beans are blithely ideas. pending, unusual theodolites are slyly carefully pending pi",122146,O,303461.03,862963200.0,1-URGENT,Clerk#000000366,0,95664,683,3,31,51449.46,0.06,0.06,N,O,868320000.0,866851200.0,869702400.0,DELIVER IN PERSON,MAIL,3086.9676,48362.4924,1,AMERICA,"hs use ironic, even requests. s"
3679,Customer#000003679,",0knwwvd9aIq7",2,12-889-241-4764,9524.03,MACHINERY,tegrate furiously fluffy platelets. quickly final d,163268,O,243943.74,851385600.0,3-MEDIUM,Clerk#000000849,0,143061,604,5,39,43058.34,0.07,0.0,N,O,857779200.0,855705600.0,858643200.0,COLLECT COD,TRUCK,3014.0838,40044.2562,1,AMERICA,"hs use ironic, even requests. s"
5792,Customer#000005792,"bwWGtkyXmWoAkO6,8vyfGMHvEKxAC3M",2,12-759-198-4121,6198.73,FURNITURE,"en asymptotes. blithely pending theodolites wake quickly. fluffy, stealthy dep",179907,F,126172.57,764985600.0,4-NOT SPECIFIED,Clerk#000000920,0,60725,726,3,49,82600.28,0.09,0.01,A,F,773193600.0,770515200.0,774748800.0,NONE,FOB,7434.0252,75166.2548,1,AMERICA,"hs use ironic, even requests. s"
646,Customer#000000646,"gogI8kweD 2H6U,01lbIp0UWUwljSue,KRcC",2,12-177-329-4316,6074.42,HOUSEHOLD,ptotes. silent requests cajole fluffily along the slyly permanent ideas. pending instr,409249,P,247365.92,796694400.0,1-URGENT,Clerk#000000264,0,10675,676,5,21,33299.07,0.01,0.01,R,F,800668800.0,799459200.0,803174400.0,NONE,RAIL,332.9907,32966.0793,1,AMERICA,"hs use ironic, even requests. s"
646,Customer#000000646,"gogI8kweD 2H6U,01lbIp0UWUwljSue,KRcC",2,12-177-329-4316,6074.42,HOUSEHOLD,ptotes. silent requests cajole fluffily along the slyly permanent ideas. pending instr,409249,P,247365.92,796694400.0,1-URGENT,Clerk#000000264,0,133072,612,7,13,14365.91,0.05,0.08,N,O,804211200.0,799977600.0,806716800.0,DELIVER IN PERSON,MAIL,718.2955000000001,13647.6145,1,AMERICA,"hs use ironic, even requests. s"
7582,Customer#000007582,j sE5T1Zc7jxqQuz0t,2,12-912-347-3437,-281.09,HOUSEHOLD,ess requests integrate slyly after ,575428,F,65688.15,733449600.0,1-URGENT,Clerk#000000264,0,125287,312,2,43,56428.04,0.01,0.05,A,F,736646400.0,737164800.0,739065600.0,DELIVER IN PERSON,FOB,564.2804,55863.7596,1,AMERICA,"hs use ironic, even requests. s"
3091,Customer#000003091,VQgzeBETreukMUXXbR6C,2,12-848-402-5035,2051.91,AUTOMOBILE, bold instructions against the slyly even requests wake slyly furiously special instructions. slyly special pinto b,496417,F,134666.47,727747200.0,5-LOW,Clerk#000000055,0,13312,816,2,2,2450.62,0.03,0.05,A,F,733622400.0,733536000.0,733795200.0,NONE,TRUCK,73.51859999999999,2377.1014,1,AMERICA,"hs use ironic, even requests. s"
12080,Customer#000012080,9JPo3QYXXGb0gJ,2,12-857-999-2885,-631.51,AUTOMOBILE,"express pinto beans are blithely ideas. pending, unusual theodolites are slyly carefully pending pi",405793,F,289063.0,771033600.0,3-MEDIUM,Clerk#000000779,0,123145,682,4,46,53734.44,0.06,0.01,R,F,775353600.0,775267200.0,777600000.0,NONE,REG AIR,3224.0664,50510.3736,1,AMERICA,"hs use ironic, even requests. s"
12163,Customer#000012163,SKbtG4C2TX25wQwjg8W1WFGPe47jT,2,12-463-775-8197,3557.03,BUILDING,dependencies use carefully. blithely special pint,284834,O,33521.71,829699200.0,2-HIGH,Clerk#000000074,0,185763,800,2,3,5546.28,0.0,0.02,N,O,830390400.0,834019200.0,831686400.0,NONE,AIR,0.0,5546.28,1,AMERICA,"hs use ironic, even requests. s"
12517,Customer#000012517,viCidSyAbjAYzL7S8XOxBAUQe0RWAHcix6uN7J,2,12-441-204-7246,1924.62,BUILDING,lose slyly above the fluffily unusual gifts. furi,333542,O,115939.47,824774400.0,2-HIGH,Clerk#000000828,0,120225,226,2,42,52299.24,0.1,0.02,N,O,829958400.0,830995200.0,832464000.0,DELIVER IN PERSON,RAIL,5229.924,47069.316,1,AMERICA,"hs use ironic, even requests. s"
1162,Customer#000001162,b5N12h9D6yJemoVx6OQf0uL,2,12-887-115-9986,3139.71,AUTOMOBILE,refully furious packages. furiously ironic ideas against the carefull,173253,F,166647.54,777513600.0,5-LOW,Clerk#000000346,0,125286,311,1,29,38027.12,0.1,0.07,A,F,787190400.0,783561600.0,787968000.0,DELIVER IN PERSON,REG AIR,3802.712,34224.408,1,AMERICA,"hs use ironic, even requests. s"
